SPECIES,STATION ID,Agricultural,ForestSource,Forested,Urbanized,PreBr1-1,PreBr1-2,PreBr1-3,Breed1-1,Breed1-2,Breed1-3,PostBr1-1,PostBr1-2,PostBr1-3,PreBr2-1,PreBr2-2,PreBr2-3,Breed2-1,Breed2-2,Breed2-3
CAEG,Edge (S) - 5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,Edge (S) - 6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,Edge (S) - 7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,For - 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,For - 10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,For - 11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,For - 12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,For - 13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,For - 14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,For - 15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,For - 16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,For - 17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,For - 18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,For - 19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,For - 2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,For - 20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,For - 21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,For - 22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,For - 23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,For - 24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,For - 25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,For - 26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,For - 27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,For - 28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,For - 29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,For - 3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,For - 30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,For - 4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,For - 5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,For - 6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,For - 7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,For - 8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,For - 9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,Urban - 1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,Urban - 10,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEG,Urban - 11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,Urban - 12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,Urban - 13,0,0,0,1,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEG,Urban - 14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,Urban - 15,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEG,Urban - 16,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA
CAEG,Urban - 17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,Urban - 18,0,0,0,1,0,0,0,0,0,0,0,1,NA,1,0,0,0,0,0
CAEG,Urban - 19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,Urban - 2,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEG,Urban - 20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,Urban - 21,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAEG,Urban - 22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,Urban - 23,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,Urban - 24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,Urban - 25,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
CAEG,Urban - 26,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CAEG,Urban - 27,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEG,Urban - 28,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,Urban - 29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,Urban - 3,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEG,Urban - 30,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEG,Urban - 4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,Urban - 5,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEG,Urban - 6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,Urban - 7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEG,Urban - 8,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEG,Urban - 9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Agri - 1,1,0,0,0,0,1,0,1,1,0,0,0,NA,0,0,0,0,0,0
CAEL,Agri - 10,1,0,0,0,1,0,0,0,0,1,0,0,NA,0,0,0,0,0,0
CAEL,Agri - 11,1,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0
CAEL,Agri - 12,1,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0
CAEL,Agri - 13,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEL,Agri - 14,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,0,0,0,0,0
CAEL,Agri - 15,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,1,0,0,0,NA
CAEL,Agri - 16,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEL,Agri - 17,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEL,Agri - 18,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEL,Agri - 19,1,0,0,0,0,0,1,0,0,0,0,1,NA,0,0,0,0,0,0
CAEL,Agri - 2,1,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEL,Agri - 20,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEL,Agri - 21,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,1,0,0,0
CAEL,Agri - 22,1,0,0,0,1,1,1,0,0,0,0,1,NA,0,0,0,0,0,0
CAEL,Agri - 23,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
CAEL,Agri - 24,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEL,Agri - 25,1,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEL,Agri - 26,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEL,Agri - 27,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEL,Agri - 28,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEL,Agri - 29,1,0,0,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0
CAEL,Agri - 3,1,0,0,0,1,1,1,0,0,1,0,0,NA,0,0,0,0,0,1
CAEL,Agri - 30,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA
CAEL,Agri - 4,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEL,Agri - 5,1,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0
CAEL,Agri - 6,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEL,Agri - 7,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEL,Agri - 8,1,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0
CAEL,Agri - 9,1,0,0,0,1,0,0,1,0,0,0,0,NA,0,0,0,0,0,0
CAEL,Edge (G) - 26,0,1,0,0,NA,NA,NA,1,0,1,1,0,1,0,0,1,1,0,0
CAEL,Edge (G) - 28,0,1,0,0,1,1,0,1,1,0,1,1,NA,1,1,1,0,0,1
CAEL,Edge (G) - 29,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0
CAEL,Edge (G) - 30,0,1,0,0,NA,NA,NA,1,1,1,1,1,0,0,1,1,1,1,0
CAEL,Edge (G) - 31,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1
CAEL,Edge (G) - 32,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1
CAEL,Edge (G) - 33,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Edge (G) - 34,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,0,0
CAEL,Edge (G) - 35,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Edge (G) - 36,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0
CAEL,Edge (G) - 37,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEL,Edge (G) - 38,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Edge (G) - 39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAEL,Edge (G) - 40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Edge (G) - 41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Edge (G) - 42,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Edge (G) - 43,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Edge (G) - 44,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Edge (S) - 1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Edge (S) - 11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Edge (S) - 12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CAEL,Edge (S) - 13,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
CAEL,Edge (S) - 14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Edge (S) - 15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CAEL,Edge (S) - 16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Edge (S) - 18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Edge (S) - 19,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
CAEL,Edge (S) - 2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
CAEL,Edge (S) - 20,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Edge (S) - 21,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
CAEL,Edge (S) - 22,0,1,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0
CAEL,Edge (S) - 24,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Edge (S) - 25,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CAEL,Edge (S) - 3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAEL,Edge (S) - 4,0,1,0,0,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0
CAEL,Edge (S) - 5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Edge (S) - 6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Edge (S) - 7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,For - 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,For - 10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,For - 11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,For - 12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,For - 13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,For - 14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,For - 15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,For - 16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,For - 17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,For - 18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,For - 19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,For - 2,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
CAEL,For - 20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,For - 21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,For - 22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAEL,For - 23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,For - 24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,For - 25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAEL,For - 26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,For - 27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,For - 28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,For - 29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,For - 3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,For - 30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,For - 4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,For - 5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,For - 6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAEL,For - 7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAEL,For - 8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,For - 9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Urban - 1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Urban - 10,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEL,Urban - 11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Urban - 12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Urban - 13,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEL,Urban - 14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Urban - 15,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEL,Urban - 16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
CAEL,Urban - 17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Urban - 18,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEL,Urban - 19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Urban - 2,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEL,Urban - 20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Urban - 21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Urban - 22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Urban - 23,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CAEL,Urban - 24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Urban - 25,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
CAEL,Urban - 26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Urban - 27,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEL,Urban - 28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Urban - 29,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Urban - 3,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEL,Urban - 30,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEL,Urban - 4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Urban - 5,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEL,Urban - 6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Urban - 7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEL,Urban - 8,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CAEL,Urban - 9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Agri - 1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CASW,Agri - 10,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CASW,Agri - 11,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0
CASW,Agri - 12,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CASW,Agri - 13,1,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CASW,Agri - 14,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0
CASW,Agri - 15,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA
CASW,Agri - 16,1,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CASW,Agri - 17,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CASW,Agri - 18,1,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CASW,Agri - 19,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CASW,Agri - 2,1,0,0,0,1,1,1,0,0,0,0,0,NA,0,0,0,0,0,0
CASW,Agri - 20,1,0,0,0,1,1,0,0,0,0,0,0,NA,0,0,0,0,0,0
CASW,Agri - 21,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
CASW,Agri - 22,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CASW,Agri - 23,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,1,0,0,0
CASW,Agri - 24,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CASW,Agri - 25,1,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CASW,Agri - 26,1,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0
CASW,Agri - 27,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CASW,Agri - 28,1,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0
CASW,Agri - 29,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CASW,Agri - 3,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CASW,Agri - 30,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA
CASW,Agri - 4,1,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CASW,Agri - 5,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CASW,Agri - 6,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CASW,Agri - 7,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CASW,Agri - 8,1,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0
CASW,Agri - 9,1,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CASW,Edge (G) - 26,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (G) - 28,0,1,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CASW,Edge (G) - 29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (G) - 30,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (G) - 31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (G) - 32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (G) - 33,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (G) - 34,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (G) - 35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (G) - 36,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (G) - 37,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
CASW,Edge (G) - 38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (G) - 39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (G) - 40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (G) - 41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (G) - 42,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (G) - 43,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (G) - 44,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (S) - 1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (S) - 11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (S) - 12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (S) - 13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (S) - 14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (S) - 15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (S) - 16,0,1,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0
CASW,Edge (S) - 18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (S) - 19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (S) - 2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (S) - 20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (S) - 21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (S) - 22,0,1,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0
CASW,Edge (S) - 24,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (S) - 25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (S) - 3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (S) - 4,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (S) - 5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (S) - 6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,Edge (S) - 7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,For - 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,For - 10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,For - 11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,For - 12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,For - 13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,For - 14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,For - 15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,For - 16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,For - 17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,For - 18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,For - 19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,For - 2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,For - 20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASW,For - 21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
